"Certaines données sont associées à l'ancienne version du formulaire incendie. Consultez la documentation pour plus d'informations."
"Nombre d'incendies suivant les critères de sélection : 4393"
"Critères de sélection =>";"Date de première alerte, de : 2022-01-01 00:00:00";"Date de première alerte, jusqu'à : 2022-12-31 23:59:00";"France entière";"Type de feu : F"
Année;Numéro;Département;"Code INSEE";"Nom de la commune";"Date de première alerte";"Origine de l'alerte";"Moyens de première intervention";"Surface parcourue (m2)";"Surface forêt (m2)";"Surface maquis garrigues (m2)";"Autres surfaces naturelles hors forêt (m2)";"Surfaces agricoles (m2)";"Autres surfaces (m2)";"Surface autres terres boisées (m2)";"Surfaces non boisées naturelles (m2)";"Surfaces non boisées artificialisées (m2)";"Surfaces non boisées (m2)";"Précision des surfaces";"Surface de feu à l'arrivée des secours > 0,1 ha";"Voie carrossable la plus proche";"Activité ou habitation la plus proche";"Type de peuplement";"Connaissance de la cause";"Source de l'enquête";Nature;"Intervention de l'équipe RCCI";"Décès ou bâtiments touchés";"Nombre de décès";"Nombre de bâtiments totalement détruits";"Nombre de bâtiments partiellement détruits";"Hygrométrie (%)";"Vitesse moyenne du vent (Km/h)";"Direction du vent";"Température (°C)";Commentaire;"Précision de la donnée";"Présence d'un contour valide"
2022;17007;"34";"34098";"Ferrals-les-Montagnes";"2022-07-19 17:02:00";"Population";;15933;;15933;;;;;;;;;;"2";"3";"1";"Probable";"Coordinateur";"Malveillance";"Non";;;;;;;;;;"";"Non"
2022;8431;"12";"12174";"Olemps";"2022-07-19 17:23:00";"Indéterminé";;20000;0;;20000;;;20000;0;0;0;"Estimées";;;;;;;;;;;;;;;;;"GE02K2.1";"";"Non"
2022;4729;"60";"60494";"Plailly";"2022-07-19 17:28:00";"Indéterminé";;480000;480000;;0;;;0;0;0;0;"Mesurées";;;;;;;;;;;;;;;;;;"";"Non"
2022;4727;"60";"60445";"Nampcel";"2022-07-19 17:31:00";"Indéterminé";;260000;10000;;0;;;0;0;250000;250000;"Mesurées";;;;;;;;;;;;;;;;;;"";"Non"
2022;2404;"67";"67098";"Dinsheim-sur-Bruche";"2022-07-19 17:38:00";"Indéterminé";;2;0;;2;;;2;0;0;0;"Estimées";;;;;;;;;;;;;;;;;;"";"Non"
2022;17497;"30";"30131";"Goudargues";"2022-07-19 17:44:00";"Indéterminé";;422;422;;;;;;;;;;;"4";"3";"6";"Inconnue";;;;;;;;;;;;;"";"Non"
2022;9168;"38";"38562";"Vizille";"2022-07-19 18:01:00";"Indéterminé";;200;0;;200;;;200;0;0;0;"Estimées";;;;;;;;;;;;;;;;;;"";"Non"
2022;13235;"86";"86241";"Saint-Rémy-sur-Creuse";"2022-07-19 18:10:08";"Indéterminé";;1500;1500;;0;0;0;;;;;"Estimées";;;;;"Inconnue";;;;"Non";;;;;;;;;"";"Non"
2022;7253;"61";"61183";"Gâprée";"2022-07-19 18:21:47";"Indéterminé";;1000;0;;1000;;;1000;0;;;;;;;;;;"Malveillance";;;;;;;;;;;"Données partielles ou non valides";"Non"
2022;7252;"61";"61464";"Sées";"2022-07-19 18:24:48";"Indéterminé";;500;0;;500;;;500;0;;;;;;;;;;"Malveillance";;;;;;;;;;;"Données partielles ou non valides";"Non"
2022;10833;"40";"40161";"Lubbon";"2022-07-19 18:28:00";"Indéterminé";;15000;15000;;0;;;0;;;0;"Estimées";;;;;;;"Naturelle";;"Non";;;;;;;;;"";"Non"
2022;10847;"40";"40161";"Lubbon";"2022-07-19 18:31:00";"Indéterminé";;10;10;;0;;;0;;;0;"Estimées";;;;;;;"Naturelle";;"Non";;;;;;;;;"";"Non"
2022;2000;"08";"08081";"Bogny-sur-Meuse";"2022-07-19 18:33:00";"Indéterminé";;100;0;;100;;;100;0;0;0;"Estimées";;;;;;;;;;;;;;;;;;"";"Non"
2022;17020;"30";"30223";"Rousson";"2022-07-19 18:35:00";"Indéterminé";;15354;15354;;;;;;;;;;;"1";"3";"2";"Inconnue";;;;;;;;;;;;;"";"Non"
2022;1644;"81";"81046";"Cadalen";"2022-07-19 19:00:00";"Indéterminé";;300;0;;300;;;300;0;0;0;"Estimées";;;;;;;;;;;;;;;;;;"";"Non"
2022;9167;"38";"38437";"Saint-Paul-d'Izeaux";"2022-07-19 19:03:00";"Indéterminé";;100;0;;100;;;100;0;0;0;"Estimées";;;;;;;;;;;;;;;;;;"";"Non"
2022;17021;"30";"30243";"Saint-Christol-lez-Alès";"2022-07-19 19:57:00";"Indéterminé";;4677;4677;;;;;;;;;;;"1";"3";"2";"Inconnue";;;;;;;;;;;;;"";"Non"
2022;10447;"47";"47039";"Boussès";"2022-07-19 21:00:52";"Indéterminé";;228000;228000;;0;0;0;;;;;"Estimées";;;;;"Certaine";;"Naturelle";;"Non";0;0;0;;;;;;"";"Non"
2022;7251;"61";"61006";"Argentan";"2022-07-19 22:59:59";"Indéterminé";;2500;0;;2500;;;2500;0;;;;;;;;;;"Malveillance";;;;;;;;;;;"Données partielles ou non valides";"Non"
2022;6951;"72";"72260";"Ruaudin";"2022-07-19 23:03:00";"Indéterminé";;8000;8000;;0;;;0;0;0;0;"Estimées";;;;;;;;;;;;;;;;;;"";"Non"
2022;3678;"82";"82107";"Maumusson";"2022-07-20 00:00:00";"Indéterminé";;300;0;;300;;;300;0;0;0;"Estimées";;;;;;;;;;;;;;;;;;"Données partielles ou non valides";"Non"
2022;23234;"50";"50402";"Les Pieux";"2022-07-20 00:39:31";"Indéterminé";;500;0;;;;;500;0;0;0;"Estimées";;;;;;;;;"Non";;;;;;;;;"";"Non"
2022;19066;"13";"13104";"Sausset-les-Pins";"2022-07-20 01:03:00";"Population";"3";100;100;;;;;;;;;;"Non";"2";"2";"1";"Inconnue";;;"Non";;;;;;;;;;"";"Non"
2022;2110;"15";"15156";"Prunet";"2022-07-20 02:21:00";"Indéterminé";;3000;3000;;0;;;0;0;0;0;"Estimées";;;;;;;;;;;;;;;;;;"";"Non"
2022;3794;"35";"35351";"Le Verger";"2022-07-20 08:56:00";"Indéterminé";;10;0;;10;;;10;0;0;0;"Estimées";;;;;;;;;;;;;;;;;;"";"Non"
2022;17214;"04";"04031";"Bras-d'Asse";"2022-07-20 10:33:00";"Population";"1";7700;100;3100;;;;;;;4500;;;"3";"3";"3";"Certaine";"Forestier";"Involontaire (travaux)";"Non";;;;;;;;;;"";"Non"
2022;18138;"34";"34209";"Portiragnes";"2022-07-20 11:04:00";"Indéterminé";"3";115995;;115995;;;;;;;;;"Oui";"1";"3";"1";"Certaine";"Coordinateur";"Involontaire (travaux)";"Non";;;;;;;;;;"";"Non"
2022;5094;"09";"09282";"Saverdun";"2022-07-20 12:17:00";"Indéterminé";;100000;0;;100000;;;50000;50000;0;50000;"Mesurées";;;;;;;;;;;;;;;;;;"";"Non"
2022;5097;"09";"09194";"Mirepoix";"2022-07-20 12:58:00";"Indéterminé";;80000;0;;30000;;;30000;0;50000;50000;"Mesurées";;;;;;;;;;;;;;;;;;"";"Non"
2022;3257;"42";"42018";"Bessey";"2022-07-20 13:38:00";"Indéterminé";;20000;0;;20000;;;20000;0;0;0;"Estimées";;;;;;;;;;;;;;;;;;"";"Non"
2022;12361;"31";"31278";"Latoue";"2022-07-20 14:11:00";"Indéterminé";;20000;20000;;0;;;0;0;0;0;"Estimées";;;;;;;;;"Non";;;;;;;;;"";"Non"
2022;17735;"05";"05052";"Eygliers";"2022-07-20 14:18:00";"Population";"1";600;600;;;;;;;;0;;;;;"4";"Certaine";"Sapeur-pompier";"Naturelle";;;;;;;;;;;"";"Non"
2022;4871;"39";"39561";"Villards-d'Héria";"2022-07-20 14:46:00";"Indéterminé";;2500;0;;2500;;;2500;0;0;0;"Estimées";;;;;;"Sapeur-pompier";"Accidentelle";;;;;;;;;;;"";"Non"
2022;17215;"48";"48022";;"2022-07-20 16:00:00";"Population";"3";120000;;120000;;;;;;;;;"Oui";"2";"3";"1";"Certaine";"Sapeur-pompier";"Involontaire (travaux)";"Non";;;;;;;;;;"";"Non"
2022;19059;"13";"13056";"Martigues";"2022-07-20 16:14:00";"Population";"3";500;500;;;;;;;;;;"Non";"2";"2";"1";"Probable";"Coordinateur";"Malveillance";"Oui";;;;;;;;;;"";"Non"
2022;10184;"17";"17077";"Cercoux";"2022-07-20 16:18:00";"Indéterminé";;5;5;;0;0;0;;;;;"Mesurées";;;;;"Inconnue";;;;"Non";0;0;0;;;;;;"";"Non"
2022;18136;"34";"34108";"Frontignan";"2022-07-20 16:58:00";"Population";"3";230;0;230;;;;;;;;;"Non";"4";"3";"1";"Probable";"Coordinateur";"Malveillance";"Oui";;;;;;;;;;"";"Non"
2022;19065;"13";"13111";"Vauvenargues";"2022-07-20 17:10:00";"Population";"3";50;50;;;;;;;;;;"Non";"2";"2";"1";"Inconnue";;;"Non";;;;;;;;;;"";"Non"
2022;10624;"24";"24367";"Saint-André-de-Double";"2022-07-20 17:13:00";"Indéterminé";;3000;3000;;0;;;0;;;;"Estimées";;;;;;;;;"Non";;;;;;;;;"";"Non"
2022;18137;"34";"34108";"Frontignan";"2022-07-20 17:25:00";"Population";"3";479;0;479;;;;;;;;;"Non";"4";"3";"1";"Probable";"Coordinateur";"Malveillance";"Oui";;;;;;;;;;"";"Non"
2022;6506;"56";"56010";"Baud";"2022-07-20 18:15:00";"Indéterminé";;2000;0;;2000;;;2000;0;0;0;"Estimées";;;;;;;;;;;;;;;;;;"";"Non"
2022;9161;"38";"38481";"Sérézin-de-la-Tour";"2022-07-20 20:11:00";"Indéterminé";;10;0;;10;;;10;0;0;0;"Estimées";;;;;;;;;;;;;;;;;;"";"Non"
2022;17457;"2A";"2A070";"Casaglione";"2022-07-20 20:26:00";"Indéterminé";"3";100;;100;;;;;;;;;;"4";"3";"1";"Inconnue";;;;;;;;;;;;;"";"Non"
2022;1762;"81";"81104";"Giroussens";"2022-07-20 20:26:00";"Indéterminé";;150;150;;0;;;0;0;0;0;"Estimées";;;;;;;;;;;;;;;;;;"";"Non"
2022;1763;"81";"81038";"Brens";"2022-07-20 20:39:00";"Indéterminé";;600;600;;0;;;0;0;0;0;"Estimées";;;;;;;;;;;;;;;;;;"";"Non"
2022;6507;"56";"56030";"Camoël";"2022-07-20 20:52:00";"Indéterminé";;2;0;;2;;;2;0;0;0;"Estimées";;;;;;"Sapeur-pompier";"Involontaire (travaux)";;;;;;;;;;;"";"Non"
2022;17283;"83";"83125";"Seillons-Source-d'Argens";"2022-07-20 21:54:00";"Autre";"3";150;150;;;;;;;;;;"Non";"1";"3";"2";"Probable";"Forestier";"Malveillance";"Non";;;;;;;;;;"";"Non"
2022;1764;"81";"81101";"Le Garric";"2022-07-20 22:49:00";"Indéterminé";;6000;6000;;0;;;0;0;0;0;"Estimées";;;;;;;;;;;;;;;;;;"";"Non"
2022;19063;"13";"13056";"Martigues";"2022-07-20 23:25:00";"Population";"3";100;100;;;;;;;;;;"Non";"2";"2";"1";"Probable";"Coordinateur";"Malveillance";"Oui";;;;;;;;;;"";"Non"
2022;17217;"04";"04094";"Gréoux-les-Bains";"2022-07-21 02:00:00";"Population";"1";3700;3700;;;;;;;;;;;"1";"3";"6";"Probable";"Sapeur-pompier";"Malveillance";"Oui";;;;;;;;;;"";"Non"
2022;4884;"44";"44072";"Herbignac";"2022-07-21 11:23:00";"Indéterminé";;5000;0;;5000;;;5000;0;0;0;"Estimées";;;;;;;;;;;;;;;;;;"";"Non"
2022;17459;"2A";"2A362";"Zonza";"2022-07-21 12:20:00";"Indéterminé";"3";2800;;2800;;;;;;;;;;"4";"3";"1";"Probable";"Sapeur-pompier";"Malveillance";"Oui";;;;;;;;;;"";"Non"
2022;3800;"35";"35319";"Saint-Thurial";"2022-07-21 13:35:00";"Indéterminé";;5000;5000;;0;;;0;0;0;0;"Estimées";;;;;;;;;;;;;;;;;;"";"Non"
2022;19069;"13";"13001";"Aix-en-Provence";"2022-07-21 13:43:00";"Population";"3";478;478;;;;;;;;;;"Non";"2";"2";"1";"Inconnue";;;"Non";;;;;;;;;;"";"Non"
2022;7250;"61";"61358";"Sai";"2022-07-21 13:58:28";"Indéterminé";;300;0;;300;;;300;0;;;;;;;;;;"Malveillance";;;;;;;;;;;"Données partielles ou non valides";"Non"
2022;18140;"34";"34258";"Saint-Geniès-de-Fontedit";"2022-07-21 14:57:00";"Population";"2";30135;0;30135;;;;;;;;;"Oui";"2";"3";"1";"Probable";"Coordinateur";"Malveillance";"Oui";;;;;;;;;;"";"Non"
2022;3579;"36";"36071";"Étrechet";"2022-07-21 15:20:00";"Indéterminé";;300;300;;0;;;0;0;0;0;;;;;;;;;;;;;;;;;;;"";"Non"
2022;9165;"38";"38368";"Saint-Blaise-du-Buis";"2022-07-21 15:25:00";"Indéterminé";;200;0;;200;;;200;0;0;0;"Estimées";;;;;;;;;;;;;;;;;;"";"Non"
2022;5998;"27";"27370";"Lisors";"2022-07-21 15:32:00";"Indéterminé";;140500;0;;20500;;;10500;10000;120000;130000;"Estimées";;;;;;;;;;;;;;;;;;"Données partielles ou non valides";"Non"
2022;17287;"83";"83007";"Aups";"2022-07-21 15:51:00";"Population";"3";20;20;;;;;;;;;;"Non";"2";"3";"5";"Probable";"Sapeur-pompier";"Malveillance";"Oui";;;;;;;;;;"";"Non"
2022;19070;"13";"13109";"Le Tholonet";"2022-07-21 15:59:00";"Population";"3";160;160;;;;;;;;;;"Non";"2";"2";"1";"Certaine";"Coordinateur";"Involontaire (particulier)";"Non";;;;;;;;;;"";"Non"
2022;1867;"43";"43051";"Le Chambon-sur-Lignon";"2022-07-21 16:06:00";"Indéterminé";;15900;12500;;3400;;;3400;0;0;0;"Mesurées";;;;;;"Coordinateur";"Accidentelle";;;;;;;;;;;"";"Oui"
2022;7248;"61";"61015";"Aunou-sur-Orne";"2022-07-21 16:39:09";"Indéterminé";;500;0;;500;;;500;0;;;;;;;;;;"Malveillance";;;;;;;;;;;"Données partielles ou non valides";"Non"
2022;17383;"2B";"2B007";"Albertacce";"2022-07-21 18:13:00";"Indéterminé";;40000;;;;;;;;;;;;;;;"Certaine";"Sapeur-pompier";"Malveillance";;;;;;;;;;;"";"Non"
2022;7247;"61";"61440";"Saint-Ouen-sur-Iton";"2022-07-21 19:09:34";"Indéterminé";;100000;0;;100000;;;100000;0;;;;;;;;;;"Malveillance";;;;;;;;;;;"Données partielles ou non valides";"Non"
2022;17279;"34";"34268";"Saint-Jean-de-la-Blaquière";"2022-07-21 20:35:00";"Population";;1023;;1023;;;;;;;;;;"4";"3";"1";"Certaine";"Coordinateur";"Malveillance";"Oui";;;;;;;;;;"";"Non"
2022;17385;"2B";"2B172";"Murato";"2022-07-21 23:07:00";"Indéterminé";;4000;;;;;;;;;;;;;;;"Certaine";"Sapeur-pompier";"Malveillance";;;;;;;;;;;"";"Non"
2022;17386;"2B";"2B355";"Volpajola";"2022-07-21 23:24:00";"Indéterminé";;400;;;;;;;;;;;;;;;"Probable";"Sapeur-pompier";"Malveillance";;;;;;;;;;;"";"Non"
2022;17205;"2A";"2A006";"Alata";"2022-07-22 02:00:00";"Indéterminé";"3";1;;1;;;;;;;;;;"4";"3";"1";"Probable";"Sapeur-pompier";"Malveillance";"Oui";;;;;;;;;;"";"Non"
2022;17825;"07";"07025";"Barnas";"2022-07-22 06:08:00";"Population";"3";5000;;5000;;;;;;;;;"Non";"4";"3";"1";"Inconnue";;;;;;;;;0;;25;;"";"Non"
2022;19090;"13";"13015";"Bouc-Bel-Air";"2022-07-22 07:22:00";"Population";"3";20;20;;;;;;;;;;"Non";"2";"2";"1";"Inconnue";;;;;;;;;;;;;"";"Non"
2022;12230;"87";"87051";"La Croisille-sur-Briance";"2022-07-22 12:13:05";"Indéterminé";;800;800;;;;;;;;;"Estimées";;;;;"Certaine";;"Naturelle";;"Non";;;;;;;;;"";"Non"
2022;7246;"61";"61018";"Avernes-Saint-Gourgon";"2022-07-22 12:31:49";"Indéterminé";;40000;0;;40000;;;40000;0;;;;;;;;;;"Malveillance";;;;;;;;;;;"Données partielles ou non valides";"Non"
2022;19095;"13";"13106";"Septèmes-les-Vallons";"2022-07-22 12:38:00";"Population";"3";3500;3500;;;;;;;;;;"Non";"2";"2";"1";"Certaine";"Coordinateur";"Malveillance";"Non";;;;;;;;;;"";"Non"
2022;19093;"13";"13071";"Les Pennes-Mirabeau";"2022-07-22 13:01:00";"Population";"3";500;500;;;;;;;;;;"Non";"2";"2";"1";"Probable";"Coordinateur";"Involontaire (particulier)";"Non";;;;;;;;;;"";"Non"
2022;3806;"35";"35178";"Mézières-sur-Couesnon";"2022-07-22 13:27:00";"Indéterminé";;80;80;;0;;;0;0;0;0;"Estimées";;;;;;;;;;;;;;;;;;"";"Non"
2022;3803;"35";"35319";"Saint-Thurial";"2022-07-22 13:35:00";"Indéterminé";;5000;5000;;0;;;0;0;0;0;"Estimées";;;;;;"Sapeur-pompier";"Involontaire (travaux)";;;;;;;;;;;"";"Non"
2022;17337;"34";"34006";"Aigne";"2022-07-22 14:47:00";"Population";"2";1793324;;1793324;;;;;;;;;;"3";"3";"1";"Certaine";"Coordinateur";"Accidentelle";"Oui";;;;;;;;;;"";"Non"
2022;1941;"43";"43100";"Frugières-le-Pin";"2022-07-22 14:58:00";"Indéterminé";;20000;0;;20000;;;20000;0;0;0;"Estimées";;;;;;;;;;;;;;;;;;"";"Non"
2022;17786;"66";"66136";"Perpignan";"2022-07-22 15:58:00";"Population";"1";40000;;;;;;;;;40000;;"Oui";"4";"2";"6";"Probable";"Sapeur-pompier";"Malveillance";"Non";;;;;52;9;"NO";31;;"";"Non"
2022;18374;"34";"34108";"Frontignan";"2022-07-22 16:06:00";"Indéterminé";"2";6816;6816;;;;;;;;;;"Oui";"1";"3";"1";"Probable";"Coordinateur";"Malveillance";"Non";;;;;;;;;;"";"Non"
2022;18141;"34";"34108";"Frontignan";"2022-07-22 16:06:00";"Population";"2";3825;3825;;;;;;;;;;"Non";"4";"3";"1";"Probable";"Coordinateur";"Malveillance";"Non";;;;;;;;;;"";"Non"
2022;17826;"07";"07134";"Laurac-en-Vivarais";"2022-07-22 16:34:00";"Population";"3";713800;633100;18500;;;;;;;62200;;"Oui";"1";"3";"4";"Probable";"Coordinateur";"Malveillance";;;;;;;20;"S";35;;"";"Non"
2022;19091;"13";"13026";"Châteauneuf-les-Martigues";"2022-07-22 17:18:00";"Population";"3";50;50;;;;;;;;;;"Non";"2";"2";"1";"Probable";"Coordinateur";"Involontaire (particulier)";"Non";;;;;;;;;;"";"Non"
2022;7245;"61";"61370";"Saint-Brice";"2022-07-22 17:29:53";"Indéterminé";;5000;0;;5000;;;5000;0;;;;;;;;;;"Malveillance";;;;;;;;;;;"Données partielles ou non valides";"Non"
2022;6570;"56";"56022";"Brandivy";"2022-07-22 18:14:00";"Indéterminé";;20;20;;0;;;0;0;0;0;"Estimées";;;;;;;;;;;;;;;;;;"";"Non"
2022;6000;"27";"27156";"Chéronvilliers";"2022-07-22 18:36:00";"Indéterminé";;10;0;;10;;;10;0;0;0;"Estimées";;;;;;;;;;;;;;;;;;"Données partielles ou non valides";"Non"
2022;9438;"16";"16365";"Sauvignac";"2022-07-22 18:56:00";"Indéterminé";;3000;3000;;;;;;;;;"Estimées";"Oui";;;;"Inconnue";;;"Non";"Non";;;;;;;;;"";"Non"
2022;9162;"38";"38485";"Seyssinet-Pariset";"2022-07-22 19:57:00";"Indéterminé";;3200;0;;3200;;;3200;0;0;0;"Estimées";;;;;;"Sapeur-pompier";"Malveillance";;;;;;;;;;;"";"Non"
2022;18142;"34";"34097";"Félines-Minervois";"2022-07-22 20:11:00";"Population";"3";424;424;;;;;;;;;;"Non";"3";"3";"4";"Probable";"Coordinateur";"Naturelle";"Non";;;;;;;;;;"";"Non"
2022;17378;"11";"11255";"Montredon-des-Corbières";"2022-07-22 20:24:00";"Indéterminé";;500;;;;;;;;;;;;;;;;;;;;;;;;;;;;"";"Non"
2022;9159;"38";"38553";"Villefontaine";"2022-07-22 20:26:00";"Indéterminé";;100;0;;100;;;100;0;0;0;"Estimées";;;;;;;;;;;;;;;;;;"";"Non"
2022;5303;"29";"29232";"Quimper";"2022-07-22 20:54:00";"Indéterminé";;2000;0;;2000;;;2000;0;0;0;"Estimées";;;;;;;;;;;;;;;;;;"";"Non"
2022;19096;"13";"13098";"Saint-Mitre-les-Remparts";"2022-07-23 01:39:00";"Population";"3";10;10;;;;;;;;;;"Non";"2";"2";"1";"Probable";"Coordinateur";"Malveillance";"Non";;;;;;;;;;"";"Non"
2022;17291;"30";"30322";"Soudorgues";"2022-07-23 03:59:00";"Indéterminé";;30166;;30166;;;;;;;;;;"3";"3";"1";"Inconnue";;;;;;;;;;;;;"";"Non"
2022;21738;"30";"30229";"Saint-André-de-Majencoules";"2022-07-23 06:05:00";"Indéterminé";;149;;;;;;;;;;;;;;;"Certaine";"Coordinateur";"Naturelle";;;;;;;;;;;"";"Non"
2022;17431;"2B";"2B143";"Linguizzetta";"2022-07-23 12:06:00";"Indéterminé";;1500;;;;;;;;;;;;;;;"Probable";"Sapeur-pompier";"Malveillance";;;;;;;;;;;"";"Non"
2022;18528;"11";"11092";"Citou";"2022-07-23 13:07:00";"Indéterminé";;150;;;;;;;;;;;;;;;"Certaine";"Gestionnaire";"Involontaire (particulier)";"Oui";;;;;;;;;;"";"Non"
2022;17796;"66";"66193";"Serdinya";"2022-07-23 14:25:00";"Population";"5";973700;109800;482400;;;;;;;381500;;"Oui";"4";"2";"5";"Probable";"Sapeur-pompier";"Involontaire (particulier)";"Oui";;;;;50;10;"NE";25;;"";"Non"
2022;2978;"88";"88465";"Capavenir Vosges";"2022-07-23 14:37:00";"Indéterminé";;100;100;;0;;;0;0;0;0;"Estimées";;;;;;;;;;;;;;;;;;"";"Non"
2022;11722;"33";"33393";"Saint-Denis-de-Pile";"2022-07-23 16:05:00";"Indéterminé";;500;500;;0;;;0;;;0;"Estimées";;;;;;;;;"Non";;;;;;;;;"";"Non"
2022;17460;"2A";"2A362";"Zonza";"2022-07-23 16:33:00";"Indéterminé";"3";4;;4;;;;;;;;;;"4";"3";"1";;;;"Oui";;;;;;;;;;"";"Non"
2022;4224;"91";"91363";"Marcoussis";"2022-07-23 16:44:00";"Indéterminé";;300;0;;300;;;300;0;0;0;"Estimées";;;;;;;;;;;;;;;;;;"";"Non"
2022;2980;"88";"88315";"Mortagne";"2022-07-23 17:15:00";"Indéterminé";;6000;6000;;0;;;0;0;0;0;"Estimées";;;;;;;;;;;;;;;;;;"";"Non"
2022;17798;"66";"66191";"Sansa";"2022-07-23 17:25:00";"Population";"5";7486;;;;;;;;;7486;;"Oui";"4";"3";"6";"Probable";"Sapeur-pompier";"Malveillance";"Oui";;;;;51;10;"S";25;;"";"Non"
2022;11691;"33";"33193";"Grayan-et-l'Hôpital";"2022-07-23 19:26:00";"Indéterminé";;1000;1000;;0;;;0;;;0;"Estimées";;;;;;;;;"Non";;;;;;;;;"";"Non"
2022;17829;"07";"07161";"Montpezat-sous-Bauzon";"2022-07-23 19:49:00";"Population";"3";317500;45400;233500;;;;;;;38600;;"Oui";"3";"3";"1";;;;;;;;;;10;"SE";30;;"";"Non"
2022;9157;"38";"38563";"Voiron";"2022-07-23 20:20:00";"Indéterminé";;100;0;;100;;;100;0;0;0;"Estimées";;;;;;;;;;;;;;;;;;"";"Non"
2022;17828;"07";"07293";"Saint-Romain-de-Lerps";"2022-07-23 20:37:00";"Population";"3";1000;;1000;;;;;;;;;"Non";"4";"3";"1";"Certaine";"Sapeur-pompier";"Accidentelle";;;;;;;;;;;"";"Non"
2022;17461;"2A";"2A041";"Bonifacio";"2022-07-23 20:48:00";"Indéterminé";"3";4;;4;;;;;;;;;;"4";"3";"1";;;;"Oui";;;;;;;;;;"";"Non"
2022;6574;"56";"56248";"Surzur";"2022-07-23 21:30:00";"Indéterminé";;2;2;;0;;;0;0;0;0;"Estimées";;;;;;"Sapeur-pompier";"Involontaire (travaux)";;;;;;;;;;;"";"Non"
2022;21546;"84";"84096";"Rasteau";"2022-07-23 23:40:00";"Population";"3";130;;;;;;;;;;;;;;;;;;;;;;;;;;;;"";"Non"
2022;20554;"06";"06059";"Èze";"2022-07-24 00:45:00";"Population";"3";120;;;;;;;;;;;"Non";"1";"3";;"Certaine";"Sapeur-pompier";"Involontaire (particulier)";"Non";;;;;;;;;;"";"Non"
2022;17319;"34";"34144";"Lunas";"2022-07-24 01:16:00";"Population";;607;;607;;;;;;;;;;"4";"3";"1";"Probable";"Coordinateur";"Malveillance";"Non";;;;;;;;;;"";"Non"
2022;19097;"13";"13060";"Meyreuil";"2022-07-24 07:11:00";"Population";"3";5;5;;;;;;;;;;"Non";"2";"2";"1";"Inconnue";;;"Non";;;;;;;;;;"";"Non"
2022;18375;"34";"34143";"Loupian";"2022-07-24 08:46:00";"Population";"3";10531;10531;;;;;;;;;;"Oui";"2";"2";"1";"Probable";"Sapeur-pompier";"Involontaire (particulier)";"Non";;;;;;;;;;"";"Non"
2022;6525;"56";"56021";"Brandérion";"2022-07-24 10:50:00";"Indéterminé";;500;0;;500;;;500;0;0;0;"Estimées";;;;;;;;;;;;;;;;;;"";"Non"
2022;3817;"35";"35152";"Liffré";"2022-07-24 12:05:00";"Indéterminé";;20;20;;0;;;0;0;0;0;"Estimées";;;;;;;;;;;;;;;;;;"";"Non"
2022;2441;"49";"49018";"Baugé-en-Anjou";"2022-07-24 12:29:00";"Indéterminé";;430000;0;;430000;;;430000;0;0;0;"Estimées";;;;;;;;;;;;;;;;;;"";"Non"
2022;7244;"61";"61418";"Saint-Mard-de-Réno";"2022-07-24 13:28:05";"Indéterminé";;5000;0;;5000;;;5000;0;;;;;;;;;;"Malveillance";;;;;;;;;;;"Données partielles ou non valides";"Non"
2022;11396;"33";"33193";"Grayan-et-l'Hôpital";"2022-07-24 13:35:00";"Indéterminé";;300;300;;0;;;0;;;0;"Estimées";;;;;;;"Accidentelle";;"Non";;;;;;;;;"";"Non"
2022;7243;"61";"61372";"Saint-Céneri-le-Gérei";"2022-07-24 13:38:55";"Indéterminé";;40000;0;;40000;;;40000;0;;;;;;;;;;"Malveillance";;;;;;;;;;;"Données partielles ou non valides";"Non"
2022;5103;"09";"09150";"Lagarde";"2022-07-24 14:03:00";"Indéterminé";;30000;0;;30000;;;20000;10000;0;10000;"Mesurées";;;;;;;;;;;;;;;;;;"";"Non"
2022;6526;"56";"56248";"Surzur";"2022-07-24 14:06:00";"Indéterminé";;100;0;;100;;;100;0;0;0;"Estimées";;;;;;"Sapeur-pompier";"Involontaire (travaux)";;;;;;;;;;;"";"Non"
2022;18143;"34";"34042";"Brissac";"2022-07-24 14:30:00";"Population";"2";1529;1529;;;;;;;;;;"Non";"4";"3";"1";"Probable";"Coordinateur";"Involontaire (particulier)";"Oui";;;;;;;;;;"";"Non"
2022;17442;"2B";"2B079";"Castello-di-Rostino";"2022-07-24 14:45:00";"Indéterminé";;148000;140000;8000;;;;;;;;;;"3";"3";"1";"Certaine";"Coordinateur";"Malveillance";"Oui";;;;;68;18;"NE";30;;"";"Non"
2022;17389;"48";"48005";"Antrenas";"2022-07-24 15:00:00";"Population";"3";20000;;20000;;;;;;;;;"Non";"1";"3";"3";"Certaine";"Sapeur-pompier";"Involontaire (particulier)";"Oui";;;;;;;;;;"";"Non"
2022;7242;"61";"61486";"Tinchebray-Bocage";"2022-07-24 15:01:45";"Indéterminé";;800;0;;800;;;800;0;;;;;;;;;;"Malveillance";;;;;;;;;;;"Données partielles ou non valides";"Non"
2022;17448;"2B";"2B002";"Aghione";"2022-07-24 15:27:00";"Indéterminé";;4000;;;;;;;;;;;;;;;"Certaine";"Sapeur-pompier";"Malveillance";;;;;;;;;;;"";"Non"
