"Certaines données sont associées à l'ancienne version du formulaire incendie. Consultez la documentation pour plus d'informations."
"Nombre d'incendies suivant les critères de sélection : 4393"
"Critères de sélection =>";"Date de première alerte, de : 2022-01-01 00:00:00";"Date de première alerte, jusqu'à : 2022-12-31 23:59:00";"France entière";"Type de feu : F"
Année;Numéro;Département;"Code INSEE";"Nom de la commune";"Date de première alerte";"Origine de l'alerte";"Moyens de première intervention";"Surface parcourue (m2)";"Surface forêt (m2)";"Surface maquis garrigues (m2)";"Autres surfaces naturelles hors forêt (m2)";"Surfaces agricoles (m2)";"Autres surfaces (m2)";"Surface autres terres boisées (m2)";"Surfaces non boisées naturelles (m2)";"Surfaces non boisées artificialisées (m2)";"Surfaces non boisées (m2)";"Précision des surfaces";"Surface de feu à l'arrivée des secours > 0,1 ha";"Voie carrossable la plus proche";"Activité ou habitation la plus proche";"Type de peuplement";"Connaissance de la cause";"Source de l'enquête";Nature;"Intervention de l'équipe RCCI";"Décès ou bâtiments touchés";"Nombre de décès";"Nombre de bâtiments totalement détruits";"Nombre de bâtiments partiellement détruits";"Hygrométrie (%)";"Vitesse moyenne du vent (Km/h)";"Direction du vent";"Température (°C)";Commentaire;"Précision de la donnée";"Présence d'un contour valide"
2022;14707;"2A";"2A258";"Renno";"2022-03-24 16:34:00";"Indéterminé";"3";5000;4000;1000;;;;;;;;;;"3";"3";"3";"Inconnue";;;"Non";;;;;;;;;;"";"Non"
2022;5630;"56";"56083";"Hennebont";"2022-03-24 16:37:00";"Indéterminé";;15;0;;15;;;15;0;0;0;"Estimées";;;;;;;;;;;;;;;;;;"";"Non"
2022;8010;"38";"38287";"Oyeu";"2022-03-24 16:42:00";"Indéterminé";;200;0;;200;;;200;0;0;0;"Estimées";;;;;;;;;;;;;;;;;;"";"Non"
2022;15980;"11";"11096";"Comus";"2022-03-24 17:02:00";"Indéterminé";;2500;;;;;;;;;;;;;;;"Probable";"Gestionnaire";"Malveillance";"Oui";;;;;;;;;;"";"Non"
2022;14255;"13";"13033";"Ensuès-la-Redonne";"2022-03-24 17:03:00";"Population";"3";50;50;;;;;;;;;;"Non";"2";"2";"1";"Inconnue";;;"Non";;;;;;;;;;"";"Non"
2022;220;"15";"15088";"Lacapelle-Viescamp";"2022-03-24 17:20:00";"Indéterminé";;200;200;;0;;;0;0;0;0;"Mesurées";;;;;;"Coordinateur";"Involontaire (travaux)";;;;;;;;;;;"";"Non"
2022;13904;"34";"34279";"Saint-Nazaire-de-Ladarez";"2022-03-24 17:27:00";"Population";;63576;;63576;;;;;;;;;;;;;"Probable";"Coordinateur";"Malveillance";"Non";;;;;;;;;;"";"Non"
2022;101;"46";"46102";"Figeac";"2022-03-24 17:44:00";"Indéterminé";;1000;0;;1000;;;1000;0;0;0;"Estimées";;;;;;;;;;;;;;;;;;"";"Non"
2022;14254;"13";"13072";"Peynier";"2022-03-24 17:46:00";"Population";"3";5;5;;;;;;;;;;"Non";"2";"2";"1";"Certaine";"Coordinateur";"Involontaire (particulier)";"Non";;;;;;;;;;"";"Non"
2022;14071;"2B";"2B281";"Sisco";"2022-03-24 17:52:00";"Indéterminé";;600;;;;;;;;;;;;;;;;;;;;;;;;;;;;"";"Non"
2022;15658;"48";"48189";;"2022-03-24 18:02:00";"Population";"3";20000;;20000;;;;;;;;;"Oui";"2";"3";"1";"Certaine";"Sapeur-pompier";"Involontaire (travaux)";"Non";;;;;;;;;;"";"Non"
2022;11442;"33";"33005";"Andernos-les-Bains";"2022-03-24 19:08:00";"Indéterminé";;2;2;;0;;;0;;;0;"Estimées";;;;;;;"Malveillance";;"Non";;;;;;;;;"";"Non"
2022;11546;"33";"33322";"Le Pian-Médoc";"2022-03-24 23:47:00";"Indéterminé";;100;100;;0;;;0;;;0;"Estimées";;;;;;;;;"Non";;;;;;;;;"";"Non"
2022;129;"46";"46020";"Beauregard";"2022-03-25 10:26:00";"Indéterminé";;5000;0;;5000;;;5000;0;0;0;"Estimées";;;;;;;;;;;;;;;;;;"";"Non"
2022;14072;"2B";"2B182";"Occhiatana";"2022-03-25 11:24:00";"Indéterminé";;15000;4000;3000;;;;;;;8000;;;"2";"3";"3";"Certaine";"Coordinateur";"Malveillance";"Non";;;;;;;;;;"";"Non"
2022;14073;"2B";"2B281";"Sisco";"2022-03-25 11:27:00";"Indéterminé";;6000;;;;;;;;;;;;;;;;;;;;;;;;;;;;"";"Non"
2022;14699;"2A";"2A031";"Bastelica";"2022-03-25 11:28:00";"Indéterminé";"3";143200;10000;133200;;;;;;;;;;"3";"3";"1";"Inconnue";;;"Non";;;;;;;;;;"";"Non"
2022;14497;"83";"83050";"Draguignan";"2022-03-25 11:35:00";"Population";"3";300;300;;;;;;;;;;"Non";"4";"3";"5";"Probable";"Sapeur-pompier";"Accidentelle";"Non";;;;;;;;;;"";"Non"
2022;102;"43";"43012";"Aurec-sur-Loire";"2022-03-25 11:36:00";"Indéterminé";;5400;5400;;0;;;0;0;0;0;"Mesurées";;;;;;"Coordinateur";"Accidentelle";;;;;;;;;;;"";"Oui"
2022;14118;"06";"06067";"Gorbio";"2022-03-25 11:44:00";"Population";"3";112000;82000;30000;;;;;;;;;"Oui";"4";"2";"5";"Inconnue";;;"Non";;;;;;;;;;"";"Non"
2022;14074;"2B";"2B183";"Ogliastro";"2022-03-25 11:59:00";"Indéterminé";;2000;;;;;;;;;;;;;;;;;;;;;;;;;;;;"";"Non"
2022;10711;"24";"24129";"Condat-sur-Trincou";"2022-03-25 12:19:00";"Indéterminé";;500;500;;0;;;0;;;;"Estimées";;;;;;;;;"Non";;;;;;;;;"";"Non"
2022;105;"43";"43162";"Retournac";"2022-03-25 12:27:00";"Indéterminé";;14300;14300;;0;;;0;0;0;0;"Mesurées";;;;;;;;;;;;;;;;;;"";"Oui"
2022;14155;"07";"07064";"Le Cheylard";"2022-03-25 12:40:00";"Population";"3";15000;;15000;;;;;;;;;"Oui";"2";"3";"1";"Certaine";"Sapeur-pompier";"Involontaire (travaux)";;;;;;;10;"S";15;;"";"Non"
2022;14076;"2B";"2B318";"Taglio-Isolaccio";"2022-03-25 12:51:00";"Indéterminé";;8000;;;;;;;;;;;;;;;;;;;;;;;;;;;;"";"Non"
2022;10794;"23";"23069";"Crocq";"2022-03-25 13:06:00";"Indéterminé";;500;500;;0;;0;;;;;"Estimées";;;;;"Probable";;"Involontaire (travaux)";;"Non";0;0;0;;;;;;"";"Non"
2022;619;"35";"35168";"Val d'Anast";"2022-03-25 13:42:00";"Indéterminé";;5000;5000;;;;;0;0;0;0;"Estimées";;;;;;;;;;;;;;;;;;"";"Non"
2022;10712;"24";"24200";"Grand-Brassac";"2022-03-25 14:07:00";"Indéterminé";;30000;30000;;0;;;0;;;;"Estimées";;;;;;;;;"Non";;;;;;;;;"";"Non"
2022;2785;"88";"88413";"Saint-Dié-des-Vosges";"2022-03-25 14:08:00";"Indéterminé";;10;10;;0;;;0;0;0;0;"Estimées";;;;;;;;;;;;;;;;;;"";"Non"
2022;12509;"18";"18185";"Presly";"2022-03-25 14:31:00";"Indéterminé";;2000;0;;2000;;;2000;0;0;0;"Estimées";;;;;;;;;"Non";;;;;;;;"Sinistre : FEU DE FORET RENFORCE Commentaire : FIL 20 000 AU SOL PERCUTE PAR UNE ABATEUSE, FEU DANS BRUYERE, RESINEUX A PROXIMITE SURFACE 200 HECTARES TACTIQUE 603 SUR CHANTIER Compte rendu : DÉBUT DE FEU DE FORET DANS UN MASSIF DE PIN ADULTE";"";"Non"
2022;106;"43";"43162";"Retournac";"2022-03-25 14:44:00";"Indéterminé";;12000;12000;;0;;;0;0;0;0;"Mesurées";;;;;;;;;;;;;;;;;;"";"Oui"
2022;15660;"48";"48076";;"2022-03-25 14:47:00";"Population";"3";8000;;8000;;;;;;;;;"Oui";"2";"3";"4";"Certaine";"Sapeur-pompier";"Involontaire (travaux)";"Non";;;;;;;;;;"";"Non"
2022;14498;"83";"83141";"Trans-en-Provence";"2022-03-25 14:52:00";"Population";"3";1000;1000;;;;;;;;;;"Non";"2";"1";"3";"Probable";"Forestier";"Involontaire (particulier)";"Non";;;;;;;;;;"";"Non"
2022;14156;"07";"07010";"Annonay";"2022-03-25 15:04:00";"Population";"3";24000;;24000;;;;;;;;;"Oui";"1";"3";"1";"Certaine";"Coordinateur";"Involontaire (travaux)";;;;;;;0;;18;;"";"Non"
2022;131;"46";"46154";"Laramière";"2022-03-25 15:14:00";"Indéterminé";;15000;0;;15000;;;15000;0;0;0;"Estimées";;;;;;;;;;;;;;;;;;"";"Non"
2022;14499;"83";"83145";"Varages";"2022-03-25 15:34:00";"Population";"3";1000;1000;;;;;;;;;;"Non";"2";"2";"3";"Certaine";"Sapeur-pompier";"Involontaire (particulier)";"Non";;;;;;;;;;"";"Non"
2022;15661;"48";"48197";;"2022-03-25 15:38:00";"Population";"3";5000;;5000;;;;;;;;;"Oui";"2";"3";"1";"Certaine";"Sapeur-pompier";"Involontaire (travaux)";"Non";;;;;;;;;;"";"Non"
2022;132;"46";"46328";"Varaire";"2022-03-25 15:53:00";"Indéterminé";;30000;0;;30000;;;30000;0;0;0;"Estimées";;;;;;;;;;;;;;;;;;"";"Non"
2022;227;"15";"15179";"Saint-Cirgues-de-Malbert";"2022-03-25 16:12:00";"Indéterminé";;15000;15000;;0;;;0;0;0;0;"Estimées";;;;;;"Coordinateur";"Involontaire (travaux)";;;;;;;;;;;"";"Non"
2022;135;"41";"41059";"Le Controis-en-Sologne";"2022-03-25 16:14:00";"Indéterminé";;15;0;;15;;;15;0;0;0;"Estimées";;;;;;;;;;;;;;;;;;"";"Non"
2022;13993;"05";"05095";"Le Noyer";"2022-03-25 16:18:00";"Indéterminé";"3";240;240;;;;;;;;;;;;;"4";"Probable";"Forestier";"Malveillance";"Non";;;;;;;;;;"";"Non"
2022;14157;"07";"07194";"Rochessauve";"2022-03-25 16:48:00";"Population";"3";5000;;;;;;;;;;;"Oui";"3";"3";"3";"Certaine";"Sapeur-pompier";"Involontaire (travaux)";;;;;;;15;"N";15;;"";"Non"
2022;228;"15";"15199";"Saint-Martial";"2022-03-25 17:17:00";"Indéterminé";;20000;20000;;0;;;0;0;0;0;"Estimées";;;;;;"Coordinateur";"Involontaire (travaux)";;;;;;;;;;;"";"Non"
2022;7332;"61";"61244";"Mahéru";"2022-03-25 17:19:19";"Indéterminé";;50000;0;;50000;;;50000;0;;;;;;;;;;"Malveillance";;;;;;;;;;;"Données partielles ou non valides";"Non"
2022;21613;"2A";"2A348";"Vico";"2022-03-25 18:00:00";"Indéterminé";"3";1000;;1000;;;;;;;;;;;;;"Inconnue";;;"Non";;;;;;;;;;"";"Non"
2022;14079;"2B";"2B079";"Castello-di-Rostino";"2022-03-25 18:19:00";"Indéterminé";;400;;;;;;;;;;;;;;;;;;;;;;;;;;;;"";"Non"
2022;2789;"88";"88048";"Bellefontaine";"2022-03-25 18:56:00";"Indéterminé";;70;70;;0;;;0;0;0;0;"Mesurées";;;;;;"Coordinateur";"Involontaire (particulier)";;;;;;;;;;;"";"Non"
2022;14700;"2A";"2A117";"Forciolo";"2022-03-25 18:59:00";"Indéterminé";;73000;;73000;;;;;;;;;;"3";"3";"1";"Probable";"Sapeur-pompier";"Involontaire (travaux)";"Oui";;;;;;;;;;"";"Non"
2022;232;"08";"08218";"Les Hautes-Rivières";"2022-03-25 19:16:00";"Indéterminé";;4000;0;;4000;;;4000;0;0;0;"Estimées";;;;;;;;;;;;;;;;;;"";"Non"
2022;5639;"56";"56078";"Guidel";"2022-03-25 19:47:00";"Indéterminé";;10000;0;;10000;;;10000;0;0;0;"Estimées";;;;;;;;;;;;;;;;;;"";"Non"
2022;13991;"05";"05124";"La Rochette";"2022-03-25 20:59:00";"Population";;208;8;200;;;;;;;;;;;;"1";"Certaine";"Forestier";"Malveillance";"Oui";;;;;;;;;;"";"Non"
2022;231;"15";"15014";"Aurillac";"2022-03-25 21:06:00";"Indéterminé";;40;0;;40;;;40;0;0;0;"Mesurées";;;;;;"Coordinateur";"Involontaire (particulier)";;;;;;;;;;;"";"Non"
2022;14158;"07";"07288";"Saint-Priest";"2022-03-25 23:54:00";"Population";"3";500;;500;;;;;;;;;"Non";"1";"3";"1";"Inconnue";;;;;;;;;0;;5;;"";"Non"
2022;14124;"06";"06006";"Aspremont";"2022-03-26 01:20:00";"Population";"3";50;;;;;;;;;;;"Non";"1";"2";"1";"Inconnue";;;"Non";;;;;;;;;;"";"Non"
2022;14081;"2B";"2B337";"Valle-di-Rostino";"2022-03-26 10:09:00";"Indéterminé";;20;;;;;;;;;;;;;;;;;;;;;;;;;;;;"";"Non"
2022;1890;"67";"67117";"Eckartswiller";"2022-03-26 11:10:00";"Indéterminé";;2;0;;2;;;2;0;0;0;"Estimées";;;;;;"Sapeur-pompier";"Involontaire (particulier)";;;;;;;;;;;"";"Non"
2022;15662;"48";"48070";"Grandrieu";"2022-03-26 11:25:00";"Population";"3";3000;;3000;;;;;;;;;"Non";"2";"3";"1";"Certaine";"Sapeur-pompier";"Involontaire (travaux)";"Non";;;;;;;;;;"";"Non"
2022;9870;"79";"79179";"Moncoutant-sur-Sèvre";"2022-03-26 12:29:00";"Indéterminé";;50;50;;;;;;;;;"Estimées";;;;;"Probable";;"Accidentelle";;"Non";;;;;;;;;"";"Non"
2022;4599;"39";"39047";"Bellefontaine";"2022-03-26 12:39:00";"Indéterminé";;1000;0;;1000;;;1000;0;0;0;"Estimées";;;;;;;;;;;;;;;;;;"";"Non"
2022;14083;"2B";"2B007";"Albertacce";"2022-03-26 13:31:00";"Indéterminé";;500;;;;;;;;;;;;;;;;;;;;;;;;;;;;"";"Non"
2022;7510;"56";"56173";"Pluméliau-Bieuzy";"2022-03-26 13:43:00";"Indéterminé";;70000;0;;70000;;;70000;0;0;0;"Estimées";;;;;;;;;;;;;;;;;;"";"Non"
2022;7511;"56";"56005";"Arzon";"2022-03-26 13:51:00";"Indéterminé";;5000;0;;5000;;;5000;0;0;0;"Estimées";;;;;;"Sapeur-pompier";"Involontaire (particulier)";;;;;;;;;;;"";"Non"
2022;15981;"11";"11262";"Narbonne";"2022-03-26 13:55:00";"Indéterminé";;1;;;;;;;;;;;;;;;"Certaine";"Gestionnaire";"Involontaire (particulier)";;;;;;;;;;;"";"Non"
2022;13999;"05";"05090";"La Motte-en-Champsaur";"2022-03-26 14:21:00";"Population";"1";446427;187527;257500;;;;;;;1400;;;;;"4";"Probable";"Forestier";"Malveillance";"Oui";;;;;;;;;;"";"Non"
2022;14187;"04";"04019";"Barcelonnette";"2022-03-26 14:22:00";"Population";"1";350000;263100;56900;;;;;;;30000;;;"3";"2";"5";"Certaine";"Coordinateur";"Involontaire (particulier)";;;;;;;;;;;"";"Non"
2022;796;"29";"29189";"Plougastel-Daoulas";"2022-03-26 14:23:00";"Indéterminé";;50;0;;50;;;50;0;0;0;"Estimées";;;;;;;;;;;;;;;;;;"";"Non"
2022;10384;"47";"47189";"Montignac-Toupinerie";"2022-03-26 14:53:13";"Indéterminé";;10000;5000;;5000;0;0;;;;;"Estimées";;;;;"Certaine";;"Involontaire (particulier)";;"Non";0;0;0;;;;;;"";"Non"
2022;168;"37";"37003";"Amboise";"2022-03-26 14:56:00";"Indéterminé";;115000;0;;115000;;;115000;0;0;0;"Estimées";;;;;;;;;;;;;;;;;;"";"Non"
2022;10816;"40";"40053";"Bourriot-Bergonce";"2022-03-26 15:00:00";"Indéterminé";;60000;60000;;0;;;0;;;0;"Estimées";;;;;;;"Involontaire (particulier)";;"Non";;;;;;;;;"";"Non"
2022;2791;"88";"88087";"Chantraine";"2022-03-26 15:08:00";"Indéterminé";;1;1;;0;;;0;0;0;0;"Estimées";;;;;;;;;;;;;;;;;;"";"Non"
2022;19352;"84";"84051";"Goult";"2022-03-26 15:09:00";"Population";"3";1800;;;;;;;;;;;;"1";"2";"2";;;;"Non";;;;;;;;;;"";"Non"
2022;14256;"13";"13005";"Aubagne";"2022-03-26 15:12:00";"Population";"1";120000;120000;;;;;;;;;;"Non";"2";"3";"1";"Probable";"Coordinateur";"Involontaire (particulier)";"Oui";;;;;;;;;;"";"Non"
2022;13905;"13";"13055";"Marseille";"2022-03-26 15:25:00";"Population";"1";3000;;;;;;;;;;;"Non";"2";"2";"1";"Inconnue";;;"Oui";;;;;;;;;;"";"Non"
2022;137;"41";"41211";"Saint-Georges-sur-Cher";"2022-03-26 15:47:00";"Indéterminé";;35;0;;35;;;5;30;0;30;"Estimées";;;;;;;;;;;;;;;;;;"";"Non"
2022;14085;"2B";"2B080";"Castifao";"2022-03-26 15:48:00";"Indéterminé";;80;;;;;;;;;;;;;;;"Certaine";"Coordinateur";"Malveillance";"Non";;;;;;;;;;"";"Non"
2022;7512;"56";"56230";"Saint-Nicolas-du-Tertre";"2022-03-26 15:51:00";"Indéterminé";;100000;100000;;0;;;0;0;0;0;"Estimées";;;;;;;;;;;;;;;;;;"";"Non"
2022;11447;"33";"33273";"Martignas-sur-Jalle";"2022-03-26 16:05:00";"Indéterminé";;30000;30000;;0;;;0;;;0;"Estimées";;;;;;;;;"Non";;;;;;;;;"";"Non"
2022;2295;"90";"90010";"Belfort";"2022-03-26 16:06:00";"Indéterminé";;15000;15000;;0;;;0;0;0;0;"Estimées";;;;;;"Coordinateur";"Involontaire (particulier)";;;;;;;;;;;"";"Non"
2022;10589;"24";"24520";"Sarlat-la-Canéda";"2022-03-26 16:07:00";"Indéterminé";;5000;5000;;0;;;0;;;;"Estimées";;;;;;;"Involontaire (travaux)";;"Non";;;;;;;;;"";"Non"
2022;10823;"40";"40281";"Saint-Pierre-du-Mont";"2022-03-26 16:08:00";"Indéterminé";;18000;18000;;0;;;0;;;0;"Estimées";;;;;;;"Malveillance";;"Non";;;;;;;;;"";"Non"
2022;11449;"33";"33409";"Saint-Genis-du-Bois";"2022-03-26 16:16:00";"Indéterminé";;10000;10000;;0;;;0;;;0;"Estimées";;;;;;;;;"Non";;;;;;;;;"";"Non"
2022;14708;"2A";"2A024";"Aullène";"2022-03-26 16:48:00";"Indéterminé";"3";5000;4000;1000;;;;;;;;;;"2";"3";"3";"Probable";"Coordinateur";"Malveillance";"Oui";;;;;;;;;;"";"Non"
2022;498;"82";"82157";"Saint-Beauzeil";"2022-03-26 16:53:00";"Indéterminé";;8000;0;;8000;;;8000;0;0;0;"Estimées";;;;;;;;;;;;;;;;;;"Données partielles ou non valides";"Non"
2022;21615;"2A";"2A266";"Salice";"2022-03-26 16:57:00";"Indéterminé";"3";20;;20;;;;;;;;;;;;;"Inconnue";;;"Non";;;;;;;;;;"";"Non"
2022;12042;"87";"87039";"Château-Chervix";"2022-03-26 17:20:59";"Indéterminé";;5000;5000;;0;0;0;;;;;"Mesurées";;;;;"Inconnue";;;;"Non";;;;;;;;;"";"Non"
2022;121;"71";"71105";"Charnay-lès-Mâcon";"2022-03-26 17:27:00";"Indéterminé";;2;2;;0;;;0;0;0;0;"Estimées";;;;;;;;;;;;;;;;;;"";"Non"
2022;14000;"05";"05040";"Chorges";"2022-03-26 17:37:00";"Indéterminé";;4200;4100;;;;;;;;100;;;;;"5";"Inconnue";;;;;;;;;;;;;"";"Non"
2022;125;"49";"49163";"Jarzé Villages";"2022-03-26 18:18:00";"Indéterminé";;30000;30000;;0;;;0;0;0;0;"Estimées";;;;;;;;;;;;;;;;;;"";"Non"
2022;14087;"2B";"2B073";"Casamaccioli";"2022-03-26 18:23:00";"Indéterminé";;500;;;;;;;;;;;;;;;"Inconnue";;;;;;;;;;;;;"";"Non"
2022;15982;"11";"11262";"Narbonne";"2022-03-26 19:14:00";"Indéterminé";;1;;;;;;;;;;;;;;;"Certaine";"Gestionnaire";"Involontaire (particulier)";"Oui";;;;;;;;;;"";"Non"
2022;14505;"83";"83154";"Saint-Antonin-du-Var";"2022-03-26 19:22:00";"Population";"3";700;700;;;;;;;;;;"Non";"1";"1";"5";"Certaine";"Sapeur-pompier";"Involontaire (particulier)";"Oui";;;;;;7;"E";;;"";"Non"
2022;7331;"61";"61104";"La Chaux";"2022-03-26 19:56:33";"Indéterminé";;15000;0;;15000;;;15000;0;;;;;;;;;;"Malveillance";;;;;;;;;;;"Données partielles ou non valides";"Non"
2022;10218;"47";"47140";"Laugnac";"2022-03-26 20:51:48";"Indéterminé";;20000;20000;;0;0;0;;;;;"Estimées";;;;;"Inconnue";;;;"Non";0;0;0;;;;;;"";"Non"
2022;14129;"06";"06130";"Saint-Vallier-de-Thiey";"2022-03-26 21:02:00";"Population";"1";723700;700000;23700;;;;;;;;;"Oui";"1";"2";"3";"Inconnue";;;"Non";;;;;;;;;;"";"Non"
2022;2792;"88";"88445";"Saulcy-sur-Meurthe";"2022-03-26 21:36:00";"Indéterminé";;4;4;;0;;;0;0;0;0;"Estimées";;;;;;;;;;;;;;;;;;"";"Non"
2022;15983;"11";"11203";"Lézignan-Corbières";"2022-03-26 22:29:00";"Indéterminé";;10;;;;;;;;;;;;;;;"Certaine";"Gestionnaire";"Accidentelle";"Oui";;;;;;;;;;"";"Non"
2022;3485;"36";"36076";"Fontgombault";"2022-03-26 22:41:00";"Indéterminé";;750;750;;0;;;0;0;0;0;;;;;;;;;;;;;;;;;;;"";"Non"
2022;499;"82";"82077";"Labarthe";"2022-03-27 00:00:00";"Indéterminé";;8000;0;;8000;;;8000;0;0;0;"Estimées";;;;;;;;;;;;;;;;;;"Données partielles ou non valides";"Non"
2022;8031;"38";"38364";"Saint-Barthélemy-de-Séchilienne";"2022-03-27 05:20:00";"Indéterminé";;5000;5000;;0;;;0;0;0;0;"Estimées";;;;;;"Sapeur-pompier";"Accidentelle";;;;;;;;;;;"";"Non"
2022;14005;"05";"05045";"Crots";"2022-03-27 07:35:00";"Indéterminé";;300;0;300;;;;;;;0;;;;;"1";"Inconnue";"Forestier";;"Non";;;;;;;;;;"";"Non"
2022;21616;"2A";"2A324";"Tavera";"2022-03-27 08:25:00";"Indéterminé";"3";50;;50;;;;;;;;;;;;;"Probable";"Coordinateur";"Malveillance";"Oui";;;;;;;;;;"";"Non"
2022;21618;"2A";"2A324";"Tavera";"2022-03-27 09:05:00";"Indéterminé";"3";200;;200;;;;;;;;;;;;;"Probable";"Coordinateur";"Malveillance";"Oui";;;;;;;;;;"";"Non"
2022;11448;"33";"33097";"Carcans";"2022-03-27 11:07:00";"Indéterminé";;800;800;;0;;;0;;;0;"Estimées";;;;;;;"Involontaire (travaux)";;"Non";;;;;;;;;"";"Non"
2022;14126;"06";"06151";"Utelle";"2022-03-27 11:48:00";"Population";"5";18000;8000;10000;;;;;;;;;"Oui";"2";"3";"3";"Probable";"Sapeur-pompier";"Malveillance";"Non";;;;;;;;;;"";"Non"
2022;2794;"88";"88372";"Raon-l'Étape";"2022-03-27 11:51:00";"Indéterminé";;1;1;;0;;;0;0;0;0;"Estimées";;;;;;;;;;;;;;;;;;"";"Non"
2022;247;"15";"15234";"Teissières-lès-Bouliès";"2022-03-27 12:44:00";"Indéterminé";;2000;2000;;0;;;0;0;0;0;"Estimées";;;;;;"Coordinateur";"Involontaire (travaux)";;;;;;;;;;;"";"Non"
2022;14310;"2B";"2B007";"Albertacce";"2022-03-27 13:23:00";"Indéterminé";;50;;;;;;;;;;;;;;;;;;;;;;;;;;;;"";"Non"
2022;14268;"13";"13040";"Fuveau";"2022-03-27 13:26:00";"Population";"3";10;10;;;;;;;;;;"Non";"2";"2";"1";"Certaine";"Coordinateur";"Involontaire (particulier)";"Non";;;;;;;;;;"";"Non"
2022;14003;"05";"05072";"Laye";"2022-03-27 13:28:00";"Indéterminé";;35;28;;;;;;;;7;;;;;"5";"Probable";"Forestier";"Malveillance";"Non";;;;;;;;;;"";"Non"
2022;10168;"17";"17110";"Clérac";"2022-03-27 13:55:00";"Indéterminé";;250000;250000;;;;;;;;;"Mesurées";;;;;"Inconnue";;;;"Non";0;0;0;;;;;;"";"Non"
2022;14002;"05";"05045";"Crots";"2022-03-27 14:25:00";"Population";;8730;7500;130;;;;;;;1100;;;;;"4";"Certaine";"Forestier";"Involontaire (particulier)";;;;;;;;;;;"";"Non"
2022;19362;"84";"84082";"Mormoiron";"2022-03-27 14:49:00";"Population";"3";320;320;;;;;;;;;;;;;;"Inconnue";;;;;;;;;;;;;"";"Non"
2022;14508;"83";"83124";"Seillans";"2022-03-27 15:00:00";"Autre";"3";1771700;1659500;112200;;;;;;;;;"Oui";"3";"3";"1";"Certaine";"Coordinateur";"Accidentelle";"Non";;;;;;;;;;"";"Non"
2022;14275;"66";"66080";"Fontpédrouse";"2022-03-27 15:11:00";"Population";"6";648280;153980;;;;;;;;494300;;"Oui";"3";"3";"6";"Inconnue";;;"Non";;;;;60;11;"NO";14;;"";"Non"
2022;14312;"2B";"2B190";"Olmi-Cappella";"2022-03-27 15:21:00";"Indéterminé";;3000;;;;;;;;;;;;;;;;;;;;;;;;;;;;"";"Non"
2022;3486;"36";"36082";"Gehée";"2022-03-27 15:31:00";"Indéterminé";;1000;1000;;0;;;0;0;0;0;;;;;;;;;;;;;;;;;;;"";"Non"
2022;126;"81";"81089";"Faussergues";"2022-03-27 15:32:00";"Indéterminé";;55000;0;;55000;;;55000;0;0;0;"Estimées";;;;;;;;;;;;;;;;;;"";"Non"
2022;15664;"48";"48120";;"2022-03-27 15:42:00";"Population";"3";300;;300;;;;;;;;;"Non";"2";"3";"1";"Inconnue";;;"Non";;;;;;;;;;"";"Non"
2022;248;"15";"15187";"Saint-Flour";"2022-03-27 15:43:00";"Indéterminé";;6000;0;;6000;;;6000;0;0;0;"Estimées";;;;;;"Coordinateur";"Involontaire (particulier)";;;;;;;;;;;"";"Non"
2022;262;"77";"77485";"Le Vaudoué";"2022-03-27 15:56:00";"Indéterminé";;1500;1500;;0;;;0;0;0;0;"Estimées";;;;;;;;;;;;;;;;;;"";"Non"
2022;14313;"2B";"2B195";"Ortiporio";"2022-03-27 16:06:00";"Indéterminé";;300;;;;;;;;;;;;;;;;;;;;;;;;;;;;"";"Non"
2022;272;"74";"74236";"Saint-Gervais-les-Bains";"2022-03-27 16:40:00";"Indéterminé";;2000;2000;;0;;;0;0;0;0;"Estimées";;;;;;"Sapeur-pompier";"Malveillance";;;;;;;;;;;"";"Non"
2022;10169;"17";"17110";"Clérac";"2022-03-27 16:43:00";"Indéterminé";;50300;50300;;0;0;0;;;;;"Mesurées";;;;;"Inconnue";;;;"Non";0;0;0;;;;;;"";"Non"
2022;11538;"33";"33449";"Saint-Médard-en-Jalles";"2022-03-27 17:03:00";"Indéterminé";;10000;10000;;0;;;0;;;0;"Estimées";;;;;;;;;"Non";;;;;;;;;"";"Non"
2022;15663;"48";"48175";"Saint-Pierre-de-Nogaret";"2022-03-27 17:05:00";"Population";"3";15000;15000;;;;;;;;;;"Oui";"2";"3";"4";"Certaine";"Sapeur-pompier";"Involontaire (travaux)";"Non";;;;;;;;;;"";"Non"
2022;20320;"26";"26373";"Vesc";"2022-03-27 18:14:00";"Indéterminé";;113600;113600;;;;;;;;;;;"3";"3";"3";"Inconnue";;;"Non";;;;;;;;;;"";"Non"
2022;14314;"2B";"2B290";"Speloncato";"2022-03-27 18:43:00";"Indéterminé";;500;;;;;;;;;;;;;;;;;;;;;;;;;;;;"";"Non"
2022;14010;"2A";"2A324";"Tavera";"2022-03-27 19:17:00";"Indéterminé";"3";35000;10000;20000;;;;;;;5000;;;"2";"3";"5";"Probable";"Sapeur-pompier";"Malveillance";"Oui";;;;;;;;;;"";"Non"
2022;15984;"11";"11204";"Lignairolles";"2022-03-27 19:38:00";"Indéterminé";;3500;;;;;;;;;;;;;;;"Certaine";"Gestionnaire";"Involontaire (particulier)";"Oui";;;;;;;;;;"";"Non"
